7.727272727272727071e-02,4.454545454545454780e-02,2.818181818181818288e-02,2.090909090909090842e-02,8.999999999999999667e-02,3.090909090909091037e-02,1.818181818181818094e-02,5.090909090909091078e-02,5.000000000000000278e-02,3.818181818181818482e-02,3.181818181818181490e-02,4.272727272727272485e-02,2.909090909090909088e-02,5.363636363636363480e-02,2.045454545454545581e-01,4.909090909090908783e-02,2.636363636363636340e-02,7.090909090909090773e-02,2.636363636363636340e-02,1.636363636363636492e-02
7.545454545454545470e-02,6.545454545454545969e-02,5.090909090909091078e-02,3.090909090909091037e-02,2.909090909090909088e-02,3.181818181818181490e-02,1.727272727272727293e-02,6.181818181818182073e-02,4.454545454545454780e-02,8.363636363636363369e-02,1.181818181818181795e-01,3.272727272727272985e-02,2.454545454545454392e-02,3.272727272727272985e-02,8.181818181818181768e-02,1.072727272727272696e-01,2.818181818181818288e-02,2.363636363636363591e-02,2.454545454545454392e-02,3.545454545454545386e-02
3.636363636363636187e-02,5.999999999999999778e-02,4.363636363636363980e-02,7.545454545454545470e-02,2.636363636363636340e-02,1.790909090909090784e-01,6.454545454545454475e-02,3.818181818181818482e-02,3.181818181818181490e-02,2.636363636363636340e-02,1.363636363636363570e-02,4.363636363636363980e-02,3.727272727272726988e-02,2.545454545454545539e-02,5.000000000000000278e-02,7.000000000000000666e-02,4.000000000000000083e-02,2.999999999999999889e-02,3.090909090909091037e-02,7.727272727272727071e-02
5.636363636363636576e-02,4.363636363636363980e-02,1.100000000000000006e-01,3.363636363636363785e-02,7.818181818181818565e-02,4.000000000000000083e-02,5.272727272727272679e-02,5.090909090909091078e-02,2.909090909090909088e-02,6.181818181818182073e-02,2.818181818181818288e-02,4.000000000000000083e-02,3.909090909090909283e-02,5.090909090909091078e-02,5.000000000000000278e-02,5.090909090909091078e-02,3.363636363636363785e-02,3.636363636363636187e-02,5.818181818181818177e-02,5.636363636363636576e-02
7.545454545454545470e-02,6.545454545454545969e-02,5.454545454545454281e-02,3.090909090909091037e-02,2.363636363636363591e-02,3.454545454545454586e-02,8.090909090909090273e-02,3.090909090909091037e-02,3.545454545454545386e-02,3.181818181818181490e-02,1.436363636363636453e-01,4.181818181818181684e-02,1.181818181818181795e-02,5.000000000000000278e-02,2.272727272727272790e-02,5.727272727272727376e-02,5.181818181818181879e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.727272727272727376e-02
2.000000000000000042e-02,9.363636363636364257e-02,6.818181818181817677e-02,1.372727272727272685e-01,9.181818181818181268e-02,3.545454545454545386e-02,3.454545454545454586e-02,8.545454545454544970e-02,2.454545454545454392e-02,3.363636363636363785e-02,2.272727272727272790e-02,3.727272727272726988e-02,2.909090909090909088e-02,3.181818181818181490e-02,5.363636363636363480e-02,4.363636363636363980e-02,5.363636363636363480e-02,3.090909090909091037e-02,1.545454545454545518e-02,5.727272727272727376e-02
7.727272727272727071e-02,9.181818181818181268e-02,8.909090909090909560e-02,3.272727272727272985e-02,4.000000000000000083e-02,7.363636363636363869e-02,5.909090909090908977e-02,5.727272727272727376e-02,2.818181818181818288e-02,3.272727272727272985e-02,4.181818181818181684e-02,9.272727272727272763e-02,1.818181818181818094e-02,2.999999999999999889e-02,5.545454545454545775e-02,2.545454545454545539e-02,3.545454545454545386e-02,2.909090909090909088e-02,3.545454545454545386e-02,5.454545454545454281e-02
4.000000000000000083e-02,5.090909090909091078e-02,3.454545454545454586e-02,3.090909090909091037e-02,3.909090909090909283e-02,4.090909090909090884e-02,5.000000000000000278e-02,4.272727272727272485e-02,4.181818181818181684e-02,3.272727272727272985e-02,1.772727272727272763e-01,6.545454545454545969e-02,3.363636363636363785e-02,2.636363636363636340e-02,3.272727272727272985e-02,6.181818181818182073e-02,2.727272727272727140e-02,7.727272727272727071e-02,5.090909090909091078e-02,4.363636363636363980e-02
5.545454545454545775e-02,3.454545454545454586e-02,3.818181818181818482e-02,2.545454545454545539e-02,4.000000000000000083e-02,5.727272727272727376e-02,5.181818181818181879e-02,3.181818181818181490e-02,4.000000000000000083e-02,5.909090909090908977e-02,4.181818181818181684e-02,4.454545454545454780e-02,3.454545454545454586e-02,1.154545454545454486e-01,3.727272727272726988e-02,1.418181818181818155e-01,3.909090909090909283e-02,3.545454545454545386e-02,2.999999999999999889e-02,4.636363636363636381e-02
8.090909090909090273e-02,4.363636363636363980e-02,4.272727272727272485e-02,5.000000000000000278e-02,4.818181818181817982e-02,4.000000000000000083e-02,4.636363636363636381e-02,5.909090909090908977e-02,2.272727272727272790e-02,3.909090909090909283e-02,4.727272727272727182e-02,3.727272727272726988e-02,2.000000000000000042e-02,3.454545454545454586e-02,4.454545454545454780e-02,7.636363636363636964e-02,2.363636363636363591e-02,1.236363636363636415e-01,7.454545454545453975e-02,4.545454545454545581e-02
